U3[V],I3[A]
5.999,0.0300
5.999,0.0300
5.999,0.0300
5.999,0.0300
5.999,0.0290
5.999,0.0290
5.999,0.0290
5.999,0.0290
5.999,0.0290
5.999,0.0290
5.999,0.0280
5.999,0.0280
5.999,0.0280
5.999,0.0280
5.999,0.0280
5.999,0.0280
5.999,0.0270
5.999,0.0270
5.999,0.0270
5.999,0.0270
5.999,0.0270
5.999,0.0270
5.999,0.0270
5.999,0.0270
5.999,0.0270
5.999,0.0270
5.999,0.0270
5.999,0.0270
5.999,0.0270
5.999,0.0270
5.999,0.0270
5.999,0.0270
5.999,0.0270
5.999,0.0270
5.999,0.0270
5.999,0.0270
5.999,0.0260
5.999,0.0260
5.999,0.0260
5.999,0.0260
5.999,0.0260
5.999,0.0260
6.007,0.0260
5.999,0.0260
5.999,0.0260
5.999,0.0260
5.999,0.0260
5.999,0.0260
5.999,0.0250
5.999,0.0250
5.999,0.0250
5.999,0.0250
5.999,0.0250
5.999,0.0250
5.999,0.0250
5.999,0.0250
5.999,0.0250
5.999,0.0250
5.999,0.0250
5.999,0.0240
5.999,0.0240
5.999,0.0240
5.999,0.0250
5.999,0.0240
5.999,0.0240
5.999,0.0240
5.999,0.0240
5.999,0.0240
5.999,0.0240
5.999,0.0240
5.999,0.0240
5.999,0.0240
5.999,0.0240
5.999,0.0240
5.999,0.0240
5.999,0.0240
5.999,0.0240
6.007,0.0240
5.999,0.0240
5.999,0.0240
5.999,0.0240
5.999,0.0240
5.999,0.0240
5.999,0.0240
5.999,0.0240
5.999,0.0260
5.999,0.0270
5.999,0.0290
5.999,0.0310
5.999,0.0300
6.007,0.0270
6.007,0.0250
6.007,0.0240
5.999,0.0240
5.999,0.0240
5.999,0.0240
6.007,0.0240
5.999,0.0240
5.999,0.0240
5.999,0.0240
5.999,0.0240
5.999,0.0240
5.999,0.0240
5.999,0.0240
5.999,0.0240
5.999,0.0240
5.999,0.0240
5.999,0.0240
5.999,0.0240
5.999,0.0240
5.999,0.0240
5.999,0.0240
5.999,0.0240
5.999,0.0240
5.999,0.0240
5.999,0.0240
5.999,0.0240
5.999,0.0240
5.999,0.0240
5.999,0.0240
5.999,0.0240
5.999,0.0240
5.999,0.0240
5.999,0.0240
5.999,0.0240
5.999,0.0240
5.999,0.0270
5.999,0.0290
5.999,0.0300
5.999,0.0300
5.999,0.0300
5.999,0.0300
5.999,0.0300
5.999,0.0300
5.999,0.0300
5.999,0.0290
5.999,0.0300
5.999,0.0300
5.999,0.0290
5.999,0.0300
5.999,0.0290
5.999,0.0300
5.999,0.0300
6.007,0.0300
5.999,0.0300
6.007,0.0300
6.007,0.0290
5.999,0.0290
6.007,0.0300
5.999,0.0300
6.007,0.0290
6.007,0.0290
5.999,0.0290
6.007,0.0290
5.999,0.0290
6.007,0.0290
5.999,0.0290
6.007,0.0290
6.007,0.0290
5.999,0.0290
6.007,0.0290
6.007,0.0290
5.999,0.0290
6.007,0.0290
5.999,0.0290
5.999,0.0290
5.999,0.0290
5.999,0.0290
5.999,0.0290
5.999,0.0290
5.999,0.0280
5.999,0.0290
5.999,0.0290
5.999,0.0290
5.999,0.0290
5.999,0.0290
5.999,0.0290
5.999,0.0280
5.999,0.0290
5.999,0.0290
5.999,0.0290
5.975,0.0610
5.999,0.0430
6.015,0.0380
6.015,0.0320
6.007,0.0310
5.999,0.0310
5.999,0.0320
5.999,0.0320
6.007,0.0320
5.999,0.0370
5.999,0.0370
5.999,0.0380
5.999,0.0380
5.999,0.0380
5.999,0.0400
5.999,0.0390
6.007,0.0390
5.999,0.0390
5.999,0.0380
6.007,0.0390
6.007,0.0400
6.007,0.0390
6.007,0.0370
5.999,0.0380
6.007,0.0360
6.007,0.0350
5.999,0.0370
5.999,0.0390
5.999,0.0380
5.999,0.0380
5.999,0.0400
5.999,0.0390
6.007,0.0400
5.999,0.0400
5.999,0.0390
6.007,0.0390
6.007,0.0400
6.007,0.0400
6.007,0.0390
5.999,0.0390
5.999,0.0380
6.007,0.0330
6.007,0.0350
5.999,0.0380
5.999,0.0380
5.999,0.0390
5.999,0.0380
5.999,0.0400
5.999,0.0400
5.999,0.0400
5.999,0.0390
6.007,0.0400
6.007,0.0400
6.007,0.0400
6.007,0.0400
5.999,0.0380
6.007,0.0390
6.007,0.0380
6.007,0.0330
5.999,0.0370
5.999,0.0390
5.999,0.0380
5.999,0.0390
5.999,0.0410
5.999,0.0400
5.999,0.0400
5.999,0.0390
6.007,0.0400
6.007,0.0400
6.007,0.0400
5.999,0.0400
5.999,0.0380
6.007,0.0390
6.007,0.0400
6.007,0.0370
6.007,0.0330
5.999,0.0380
5.999,0.0390
5.999,0.0400
5.999,0.0400
5.999,0.0400
5.999,0.0400
5.999,0.0390
6.007,0.0400
6.007,0.0400
6.007,0.0400
6.007,0.0400
6.007,0.0390
6.007,0.0390
6.007,0.0400
6.007,0.0390
6.007,0.0380
6.007,0.0350
5.999,0.0390
5.999,0.0390
5.999,0.0400
5.999,0.0390
5.999,0.0400
5.999,0.0400
6.007,0.0410
6.007,0.0400
5.999,0.0400
6.007,0.0400
6.007,0.0390
6.007,0.0390
6.007,0.0390
6.007,0.0400
6.007,0.0400
6.007,0.0350
6.007,0.0370
5.999,0.0380
5.999,0.0400
5.999,0.0400
5.999,0.0400
5.999,0.0400
5.999,0.0400
6.007,0.0400
5.999,0.0410
5.999,0.0410
5.999,0.0390
6.007,0.0400
6.007,0.0400
6.007,0.0400
6.007,0.0400
5.999,0.0400
6.007,0.0340
5.999,0.0370
5.999,0.0390
5.999,0.0390
5.999,0.0400
5.999,0.0400
5.999,0.0400
6.007,0.0410
6.007,0.0410
5.999,0.0410
6.007,0.0400
6.007,0.0400
6.007,0.0400
6.007,0.0400
6.007,0.0400
